1	0	51	1	7.0	0	
1	0	329	2	7.0	0	
1	0	486	3	7.0	0	
1	0	14	4	6.0	0	
1	0	1268	5	6.0	0	
1	0	12	6	5.0	0	
1	0	101	7	5.0	0	
1	0	184	8	5.0	0	
1	0	573	9	5.0	0	
1	0	792	10	5.0	0	
1	0	878	11	5.0	0	
1	0	1003	12	5.0	0	
1	0	1072	13	5.0	0	
1	0	1244	14	5.0	0	
1	0	1246	15	5.0	0	
1	0	1263	16	5.0	0	
1	0	1300	17	5.0	0	
1	0	24	18	4.0	0	
1	0	25	19	4.0	0	
1	0	29	20	4.0	0	
1	0	36	21	4.0	0	
1	0	78	22	4.0	0	
1	0	82	23	4.0	0	
1	0	85	24	4.0	0	
1	0	110	25	4.0	0	
1	0	141	26	4.0	0	
1	0	160	27	4.0	0	
1	0	172	28	4.0	0	
1	0	195	29	4.0	0	
1	0	244	30	4.0	0	
1	0	252	31	4.0	0	
1	0	262	32	4.0	0	
1	0	293	33	4.0	0	
1	0	311	34	4.0	0	
1	0	315	35	4.0	0	
1	0	328	36	4.0	0	
1	0	364	37	4.0	0	
1	0	435	38	4.0	0	
1	0	453	39	4.0	0	
1	0	526	40	4.0	0	
1	0	552	41	4.0	0	
1	0	572	42	4.0	0	
1	0	588	43	4.0	0	
1	0	629	44	4.0	0	
1	0	663	45	4.0	0	
1	0	665	46	4.0	0	
1	0	717	47	4.0	0	
1	0	721	48	4.0	0	
1	0	746	49	4.0	0	
1	0	747	50	4.0	0	
2	0	12	1	7.0	0	
2	0	14	2	6.0	0	
2	0	172	3	6.0	0	
2	0	792	4	6.0	0	
2	0	1380	5	6.0	0	
2	0	51	6	5.0	0	
2	0	364	7	5.0	0	
2	0	486	8	5.0	0	
2	0	658	9	5.0	0	
2	0	746	10	5.0	0	
2	0	798	11	5.0	0	
2	0	1089	12	5.0	0	
2	0	1263	13	5.0	0	
2	0	36	14	4.0	0	
2	0	78	15	4.0	0	
2	0	82	16	4.0	0	
2	0	92	17	4.0	0	
2	0	141	18	4.0	0	
2	0	195	19	4.0	0	
2	0	293	20	4.0	0	
2	0	329	21	4.0	0	
2	0	374	22	4.0	0	
2	0	416	23	4.0	0	
2	0	441	24	4.0	0	
2	0	700	25	4.0	0	
2	0	724	26	4.0	0	
2	0	747	27	4.0	0	
2	0	810	28	4.0	0	
2	0	870	29	4.0	0	
2	0	908	30	4.0	0	
2	0	1051	31	4.0	0	
2	0	1147	32	4.0	0	
2	0	1169	33	4.0	0	
2	0	1246	34	4.0	0	
2	0	1300	35	4.0	0	
2	0	1309	36	4.0	0	
2	0	2	37	3.0	0	
2	0	24	38	3.0	0	
2	0	29	39	3.0	0	
2	0	33	40	3.0	0	
2	0	58	41	3.0	0	
2	0	75	42	3.0	0	
2	0	85	43	3.0	0	
2	0	100	44	3.0	0	
2	0	101	45	3.0	0	
2	0	110	46	3.0	0	
2	0	142	47	3.0	0	
2	0	163	48	3.0	0	
2	0	184	49	3.0	0	
2	0	187	50	3.0	0	
3	0	344	1	7.0	0	
3	0	1072	2	7.0	0	
3	0	329	3	6.0	0	
3	0	623	4	6.0	0	
3	0	828	5	6.0	0	
3	0	72	6	5.0	0	
3	0	73	7	5.0	0	
3	0	262	8	5.0	0	
3	0	364	9	5.0	0	
3	0	476	10	5.0	0	
3	0	656	11	5.0	0	
3	0	798	12	5.0	0	
3	0	826	13	5.0	0	
3	0	980	14	5.0	0	
3	0	1035	15	5.0	0	
3	0	1198	16	5.0	0	
3	0	5	17	4.0	0	
3	0	28	18	4.0	0	
3	0	44	19	4.0	0	
3	0	49	20	4.0	0	
3	0	66	21	4.0	0	
3	0	91	22	4.0	0	
3	0	99	23	4.0	0	
3	0	110	24	4.0	0	
3	0	131	25	4.0	0	
3	0	144	26	4.0	0	
3	0	160	27	4.0	0	
3	0	181	28	4.0	0	
3	0	251	29	4.0	0	
3	0	270	30	4.0	0	
3	0	272	31	4.0	0	
3	0	328	32	4.0	0	
3	0	338	33	4.0	0	
3	0	342	34	4.0	0	
3	0	349	35	4.0	0	
3	0	350	36	4.0	0	
3	0	354	37	4.0	0	
3	0	399	38	4.0	0	
3	0	417	39	4.0	0	
3	0	425	40	4.0	0	
3	0	459	41	4.0	0	
3	0	485	42	4.0	0	
3	0	542	43	4.0	0	
3	0	547	44	4.0	0	
3	0	575	45	4.0	0	
3	0	579	46	4.0	0	
3	0	584	47	4.0	0	
3	0	585	48	4.0	0	
3	0	620	49	4.0	0	
3	0	625	50	4.0	0	
4	0	24	1	9.0	0	
4	0	1061	2	9.0	0	
4	0	1255	3	9.0	0	
4	0	166	4	8.0	0	
4	0	167	5	8.0	0	
4	0	329	6	8.0	0	
4	0	435	7	8.0	0	
4	0	575	8	8.0	0	
4	0	1315	9	8.0	0	
4	0	185	10	7.0	0	
4	0	328	11	7.0	0	
4	0	401	12	7.0	0	
4	0	488	13	7.0	0	
4	0	536	14	7.0	0	
4	0	562	15	7.0	0	
4	0	917	16	7.0	0	
4	0	1072	17	7.0	0	
4	0	1189	18	7.0	0	
4	0	1248	19	7.0	0	
4	0	1374	20	7.0	0	
4	0	58	21	6.0	0	
4	0	85	22	6.0	0	
4	0	110	23	6.0	0	
4	0	122	24	6.0	0	
4	0	170	25	6.0	0	
4	0	259	26	6.0	0	
4	0	332	27	6.0	0	
4	0	344	28	6.0	0	
4	0	365	29	6.0	0	
4	0	417	30	6.0	0	
4	0	541	31	6.0	0	
4	0	572	32	6.0	0	
4	0	574	33	6.0	0	
4	0	625	34	6.0	0	
4	0	656	35	6.0	0	
4	0	730	36	6.0	0	
4	0	1085	37	6.0	0	
4	0	1198	38	6.0	0	
4	0	1221	39	6.0	0	
4	0	1224	40	6.0	0	
4	0	1252	41	6.0	0	
4	0	1295	42	6.0	0	
4	0	1296	43	6.0	0	
4	0	1375	44	6.0	0	
4	0	14	45	5.0	0	
4	0	17	46	5.0	0	
4	0	35	47	5.0	0	
4	0	72	48	5.0	0	
4	0	73	49	5.0	0	
4	0	86	50	5.0	0	
5	0	163	1	5.0	0	
5	0	401	2	5.0	0	
5	0	625	3	5.0	0	
5	0	28	4	4.0	0	
5	0	342	5	4.0	0	
5	0	344	6	4.0	0	
5	0	552	7	4.0	0	
5	0	828	8	4.0	0	
5	0	981	9	4.0	0	
5	0	1032	10	4.0	0	
5	0	1072	11	4.0	0	
5	0	1147	12	4.0	0	
5	0	1248	13	4.0	0	
5	0	13	14	3.0	0	
5	0	14	15	3.0	0	
5	0	33	16	3.0	0	
5	0	36	17	3.0	0	
5	0	44	18	3.0	0	
5	0	77	19	3.0	0	
5	0	101	20	3.0	0	
5	0	103	21	3.0	0	
5	0	172	22	3.0	0	
5	0	185	23	3.0	0	
5	0	323	24	3.0	0	
5	0	328	25	3.0	0	
5	0	329	26	3.0	0	
5	0	332	27	3.0	0	
5	0	368	28	3.0	0	
5	0	395	29	3.0	0	
5	0	451	30	3.0	0	
5	0	488	31	3.0	0	
5	0	536	32	3.0	0	
5	0	540	33	3.0	0	
5	0	574	34	3.0	0	
5	0	575	35	3.0	0	
5	0	650	36	3.0	0	
5	0	658	37	3.0	0	
5	0	662	38	3.0	0	
5	0	707	39	3.0	0	
5	0	746	40	3.0	0	
5	0	792	41	3.0	0	
5	0	798	42	3.0	0	
5	0	930	43	3.0	0	
5	0	943	44	3.0	0	
5	0	968	45	3.0	0	
5	0	1047	46	3.0	0	
5	0	1068	47	3.0	0	
5	0	1206	48	3.0	0	
5	0	1209	49	3.0	0	
5	0	1219	50	3.0	0	
6	0	798	1	6.0	0	
6	0	121	2	5.0	0	
6	0	131	3	5.0	0	
6	0	257	4	5.0	0	
6	0	294	5	5.0	0	
6	0	315	6	5.0	0	
6	0	329	7	5.0	0	
6	0	344	8	5.0	0	
6	0	610	9	5.0	0	
6	0	825	10	5.0	0	
6	0	72	11	4.0	0	
6	0	99	12	4.0	0	
6	0	148	13	4.0	0	
6	0	160	14	4.0	0	
6	0	171	15	4.0	0	
6	0	187	16	4.0	0	
6	0	189	17	4.0	0	
6	0	207	18	4.0	0	
6	0	212	19	4.0	0	
6	0	225	20	4.0	0	
6	0	228	21	4.0	0	
6	0	230	22	4.0	0	
6	0	243	23	4.0	0	
6	0	251	24	4.0	0	
6	0	277	25	4.0	0	
6	0	287	26	4.0	0	
6	0	296	27	4.0	0	
6	0	442	28	4.0	0	
6	0	443	29	4.0	0	
6	0	455	30	4.0	0	
6	0	491	31	4.0	0	
6	0	522	32	4.0	0	
6	0	544	33	4.0	0	
6	0	564	34	4.0	0	
6	0	651	35	4.0	0	
6	0	658	36	4.0	0	
6	0	662	37	4.0	0	
6	0	688	38	4.0	0	
6	0	740	39	4.0	0	
6	0	767	40	4.0	0	
6	0	820	41	4.0	0	
6	0	927	42	4.0	0	
6	0	959	43	4.0	0	
6	0	974	44	4.0	0	
6	0	1075	45	4.0	0	
6	0	1082	46	4.0	0	
6	0	1104	47	4.0	0	
6	0	1110	48	4.0	0	
6	0	1151	49	4.0	0	
6	0	1213	50	4.0	0	
7	0	492	1	14.0	0	
7	0	57	2	11.0	0	
7	0	122	3	11.0	0	
7	0	124	4	11.0	0	
7	0	232	5	11.0	0	
7	0	373	6	11.0	0	
7	0	1381	7	11.0	0	
7	0	56	8	10.0	0	
7	0	234	9	10.0	0	
7	0	695	10	10.0	0	
7	0	973	11	10.0	0	
7	0	1104	12	10.0	0	
7	0	225	13	9.0	0	
7	0	248	14	9.0	0	
7	0	498	15	9.0	0	
7	0	636	16	9.0	0	
