1	0	51	1	21.341282	0	
1	0	486	2	19.676107	0	
1	0	184	3	18.268393	0	
1	0	12	4	17.143757	0	
1	0	573	5	16.905342	0	
1	0	878	6	15.217169	0	
1	0	1361	7	12.768799	0	
1	0	665	8	12.616482	0	
1	0	141	9	12.28361	0	
1	0	14	10	11.924412	0	
1	0	1003	11	11.649782	0	
1	0	746	12	11.60373	0	
1	0	1268	13	11.396419	0	
1	0	792	14	11.361926	0	
1	0	329	15	11.326868	0	
1	0	944	16	11.300556	0	
1	0	879	17	11.188281	0	
1	0	251	18	10.770497	0	
1	0	78	19	10.689285	0	
1	0	13	20	10.665951	0	
1	0	526	21	10.398951	0	
1	0	172	22	10.364417	0	
1	0	747	23	10.183648	0	
1	0	453	24	10.124546	0	
1	0	435	25	9.948414	0	
1	0	1328	26	9.901911	0	
1	0	359	27	9.815615	0	
1	0	36	28	9.810755	0	
1	0	29	29	9.738899	0	
1	0	252	30	9.641699	0	
1	0	219	31	9.6146	0	
1	0	663	32	9.457033	0	
1	0	374	33	9.219848	0	
1	0	875	34	9.200904	0	
1	0	1072	35	9.08425	0	
1	0	1263	36	9.041724	0	
1	0	876	37	9.00345	0	
1	0	1144	38	8.991081	0	
1	0	56	39	8.774818	0	
1	0	1340	40	8.740677	0	
1	0	717	41	8.699612	0	
1	0	1335	42	8.585026	0	
1	0	101	43	8.507551	0	
1	0	729	44	8.49522	0	
1	0	332	45	8.4781475	0	
1	0	1300	46	8.468399	0	
1	0	300	47	8.426992	0	
1	0	685	48	8.411771	0	
1	0	1246	49	8.354227	0	
1	0	202	50	8.231047	0	
2	0	12	1	25.280502	0	
2	0	746	2	14.88026	0	
2	0	51	3	14.331064	0	
2	0	1169	4	12.989933	0	
2	0	792	5	12.842086	0	
2	0	1089	6	12.699751	0	
2	0	141	7	12.583856	0	
2	0	100	8	12.570215	0	
2	0	184	9	12.266533	0	
2	0	14	10	12.083624	0	
2	0	172	11	12.025633	0	
2	0	724	12	11.338417	0	
2	0	1170	13	11.1768055	0	
2	0	1380	14	10.969731	0	
2	0	251	15	10.770497	0	
2	0	1361	16	10.599571	0	
2	0	810	17	10.532598	0	
2	0	92	18	10.386788	0	
2	0	658	19	10.342636	0	
2	0	78	20	10.314764	0	
2	0	486	21	10.285835	0	
2	0	700	22	10.125517	0	
2	0	36	23	10.046202	0	
2	0	284	24	10.021338	0	
2	0	1263	25	10.004742	0	
2	0	884	26	9.944897	0	
2	0	875	27	9.914183	0	
2	0	253	28	9.722954	0	
2	0	374	29	9.716081	0	
2	0	909	30	9.601568	0	
2	0	1042	31	9.509275	0	
2	0	1158	32	9.4911785	0	
2	0	747	33	9.489854	0	
2	0	729	34	9.282888	0	
2	0	781	35	9.012432	0	
2	0	75	36	8.885037	0	
2	0	712	37	8.811338	0	
2	0	725	38	8.756899	0	
2	0	726	39	8.731745	0	
2	0	1147	40	8.65138	0	
2	0	202	41	8.574945	0	
2	0	606	42	8.51963	0	
2	0	836	43	8.489952	0	
2	0	1331	44	8.410599	0	
