1	0	51	1	0.3267947	0	
1	0	486	2	0.28730485	0	
1	0	184	3	0.21598679	0	
1	0	573	4	0.20483924	0	
1	0	12	5	0.19616506	0	
1	0	329	6	0.17246635	0	
1	0	878	7	0.16846253	0	
1	0	14	8	0.14927551	0	
1	0	1268	9	0.14289227	0	
1	0	792	10	0.12022309	0	
1	0	1003	11	0.11940439	0	
1	0	1361	12	0.116125435	0	
1	0	746	13	0.112182945	0	
1	0	141	14	0.11214832	0	
1	0	665	15	0.108981	0	
1	0	879	16	0.10486552	0	
1	0	1072	17	0.10227005	0	
1	0	78	18	0.09094689	0	
1	0	944	19	0.087931186	0	
1	0	36	20	0.085093275	0	
1	0	172	21	0.08492722	0	
1	0	526	22	0.0846101	0	
1	0	453	23	0.08062898	0	
1	0	747	24	0.08020631	0	
1	0	251	25	0.07914499	0	
1	0	1246	26	0.07841412	0	
1	0	1263	27	0.077821106	0	
1	0	1328	28	0.07708029	0	
1	0	101	29	0.075186566	0	
1	0	1300	30	0.07496452	0	
1	0	663	31	0.07464349	0	
1	0	435	32	0.073053844	0	
1	0	29	33	0.07272152	0	
1	0	252	34	0.071229555	0	
1	0	13	35	0.07038667	0	
1	0	1335	36	0.06981894	0	
1	0	588	37	0.063901946	0	
1	0	876	38	0.06372245	0	
1	0	374	39	0.061771974	0	
1	0	219	40	0.061067984	0	
1	0	875	41	0.060686022	0	
1	0	262	42	0.060343985	0	
1	0	25	43	0.060078718	0	
1	0	717	44	0.058175575	0	
1	0	195	45	0.056147706	0	
1	0	28	46	0.055988703	0	
1	0	1315	47	0.05597843	0	
1	0	917	48	0.055700995	0	
1	0	359	49	0.05554814	0	
1	0	293	50	0.0553918	0	
2	0	12	1	0.7590586	0	
2	0	746	2	0.32393372	0	
2	0	51	3	0.31428853	0	
2	0	792	4	0.29578173	0	
2	0	14	5	0.2800842	0	
2	0	172	6	0.25424427	0	
2	0	1089	7	0.23459883	0	
2	0	1169	8	0.22667237	0	
